"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.01754 1705151 2.14596e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01764 1704978 2.14581e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01774 1704805 2.14566e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01784 1704632 2.14551e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01794 1704459 2.14536e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01804 1704286 2.14521e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01814 1704113 2.14507e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01824 1703940 2.14493e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01834 1703767 2.14473e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01844 1703594 2.14459e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01854 1703421 2.14444e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01864 1703248 2.14422e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01874 1703075 2.14408e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01884 1702902 2.14394e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01894 1702729 2.14379e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01904 1702556 2.14365e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01914 1702383 2.1435e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01924 1702210 2.14336e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01934 1702037 2.14321e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01944 1701864 2.14307e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01954 1701691 2.14293e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01964 1701518 2.14279e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01974 1701345 2.14263e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01984 1701172 2.14248e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.01994 1700999 2.14234e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02004 1700826 2.14219e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02013 1700653 2.14203e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02023 1700480 2.14189e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02033 1700307 2.14175e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02043 1700134 2.14162e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02053 1699961 2.14148e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
