"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.01206 0.0036 0.0000
0.01216 0.0036 0.0018
0.01226 0.0036 0.0024
0.01236 0.0036 0.0018
0.01246 0.0042 0.0024
0.01256 0.0036 0.0000
0.01266 0.0036 0.0018
0.01276 0.0036 0.0018
0.01286 0.0036 0.0024
0.01296 0.0036 0.0018
0.01306 0.0048 0.0000
0.01316 0.0036 0.0018
0.01326 0.0036 0.0024
0.01336 0.0036 0.0018
0.01346 0.0036 0.0024
0.01356 0.0042 0.0006
0.01366 0.0036 0.0012
0.01376 0.0036 0.0018
0.01386 0.0036 0.0024
0.01395 0.0036 0.0018
0.01405 0.0036 0.0012
0.01415 0.0036 0.0012
0.01425 0.0042 0.0018
0.01435 0.0036 0.0018
0.01445 0.0036 0.0024
0.01455 0.0036 0.0018
0.01465 0.0036 0.0000
0.01475 0.0036 0.0018
0.01485 0.0048 0.0024
0.01495 0.0036 0.0018
0.01505 0.0036 0.0024
0.01515 0.0036 0.0000
0.01525 0.0036 0.0018
0.01535 0.0036 0.0018
0.01545 0.0042 0.0024
0.01555 0.0036 0.0018
0.01565 0.0036 0.0000
0.01575 0.0036 0.0018
0.01585 0.0036 0.0024
0.01595 0.0036 0.0018
0.01605 0.0036 0.0024
0.01615 0.0042 0.0006
0.01625 0.0036 0.0012
0.01635 0.0036 0.0018
0.01645 0.0036 0.0024
0.01655 0.0036 0.0018
0.01665 0.0036 0.0012
0.01675 0.0036 0.0012
0.01685 0.0036 0.0018
0.01695 0.0042 0.0018
0.01704 0.0036 0.0024
0.01714 0.0036 0.0006
0.01724 0.0036 0.0012
0.01734 0.0036 0.0018
0.01744 0.0036 0.0024
0.01754 0.0036 0.0018
0.01764 0.0042 0.0024
0.01774 0.0036 0.0000
0.01784 0.0036 0.0018
0.01794 0.0036 0.0018
0.01804 0.0036 0.0024
0.01814 0.0036 0.0018
0.01824 0.0036 0.0000
0.01834 0.0036 0.0024
0.01844 0.0042 0.0018
0.01854 0.0036 0.0018
0.01864 0.0042 0.0024
0.01874 0.0036 0.0000
0.01884 0.0042 0.0018
0.01894 0.0036 0.0018
0.01904 0.0036 0.0024
0.01914 0.0036 0.0018
0.01924 0.0036 0.0012
0.01934 0.0036 0.0012
0.01944 0.0036 0.0018
0.01954 0.0042 0.0018
0.01964 0.0036 0.0024
0.01974 0.0036 0.0006
0.01984 0.0036 0.0012
0.01994 0.0036 0.0018
0.02004 0.0036 0.0024
0.02013 0.0036 0.0018
0.02023 0.0036 0.0024
0.02033 0.0042 0.0000
0.02043 0.0042 0.0018
0.02053 0.0036 0.0018
0.02063 0.0042 0.0024
0.02073 0.0036 0.0018
0.02083 0.0036 0.0000
0.02093 0.0036 0.0024
0.02103 0.0036 0.0018
0.02113 0.0036 0.0018
0.02123 0.0036 0.0024
0.02133 0.0036 0.0000
0.02143 0.0042 0.0018
0.02153 0.0036 0.0018
0.02163 0.0036 0.0024
0.02173 0.0036 0.0018
0.02183 0.0036 0.0012
0.02193 0.0036 0.0012
0.02203 0.0036 0.0018
0.02213 0.0042 0.0018
0.02223 0.0036 0.0024
0.02233 0.0036 0.0006
0.02243 0.0036 0.0012
0.02253 0.0036 0.0018
0.02263 0.0036 0.0024
0.02273 0.0036 0.0018
0.02283 0.0036 0.0012
0.02293 0.0042 0.0012
0.02303 0.0036 0.0018
0.02313 0.0036 0.0018
0.02322 0.0036 0.0024
0.02332 0.0036 0.0018
0.02342 0.0036 0.0000
0.02352 0.0036 0.0024
0.02362 0.0036 0.0018
0.02372 0.0042 0.0018
0.02382 0.0036 0.0024
0.02392 0.0036 0.0000
0.02402 0.0036 0.0018
0.02412 0.0036 0.0018
0.02422 0.0048 0.0024
0.02432 0.0036 0.0018
0.02442 0.0036 0.0012
0.02452 0.0036 0.0012
0.02462 0.0036 0.0018
0.02472 0.0036 0.0018
0.02482 0.0042 0.0024
0.02492 0.0036 0.0006
0.02502 0.0036 0.0012
0.02512 0.0036 0.0018
0.02522 0.0036 0.0024
0.02532 0.0036 0.0018
0.02542 0.0036 0.0012
0.02552 0.0042 0.0012
0.02562 0.0036 0.0018
0.02572 0.0036 0.0018
0.02582 0.0036 0.0024
0.02592 0.0036 0.0018
0.02602 0.0048 0.0000
0.02612 0.0036 0.0024
0.02622 0.0036 0.0018
0.02631 0.0036 0.0018
0.02641 0.0036 0.0024
0.02651 0.0036 0.0000
0.02661 0.0042 0.0018
0.02671 0.0036 0.0018
0.02681 0.0036 0.0024
0.02691 0.0036 0.0018
0.02701 0.0036 0.0000
0.02711 0.0036 0.0024
0.02721 0.0036 0.0018
0.02731 0.0036 0.0018
0.02741 0.0042 0.0024
0.02751 0.0036 0.0006
0.02761 0.0036 0.0012
0.02771 0.0036 0.0024
0.02781 0.0036 0.0018
0.02791 0.0036 0.0018
0.02801 0.0036 0.0012
0.02811 0.0036 0.0012
0.02821 0.0042 0.0018
0.02831 0.0036 0.0018
0.02841 0.0036 0.0024
0.02851 0.0036 0.0018
0.02861 0.0036 0.0000
0.02871 0.0036 0.0024
0.02881 0.0036 0.0018
0.02891 0.0042 0.0018
0.02901 0.0036 0.0024
0.02911 0.0036 0.0000
0.02921 0.0036 0.0018
0.02931 0.0036 0.0018
0.02940 0.0036 0.0024
0.02950 0.0036 0.0018
0.02960 0.0036 0.0000
0.02970 0.0048 0.0024
0.02980 0.0036 0.0018
0.02990 0.0036 0.0018
0.03000 0.0042 0.0024
0.03010 0.0036 0.0006
0.03020 0.0036 0.0012
0.03030 0.0036 0.0024
0.03040 0.0036 0.0018
0.03050 0.0036 0.0018
0.03060 0.0036 0.0012
0.03070 0.0036 0.0012
0.03080 0.0042 0.0018
0.03090 0.0036 0.0018
0.03100 0.0036 0.0024
0.03110 0.0036 0.0012
0.03120 0.0036 0.0006
0.03130 0.0036 0.0024
0.03140 0.0036 0.0018
0.03150 0.0036 0.0018
0.03160 0.0048 0.0024
0.03170 0.0036 0.0000
0.03180 0.0036 0.0018
0.03190 0.0042 0.0018
0.03200 0.0036 0.0024
0.03210 0.0036 0.0018
0.03220 0.0036 0.0000
0.03230 0.0036 0.0024
0.03240 0.0036 0.0018
0.03249 0.0036 0.0018
0.03259 0.0036 0.0024
0.03269 0.0042 0.0006
0.03279 0.0036 0.0012
0.03289 0.0036 0.0024
0.03299 0.0036 0.0018
0.03309 0.0036 0.0018
0.03319 0.0036 0.0012
0.03329 0.0036 0.0012
0.03339 0.0042 0.0018
0.03349 0.0036 0.0018
0.03359 0.0036 0.0024
0.03369 0.0036 0.0012
0.03379 0.0036 0.0006
0.03389 0.0036 0.0024
0.03399 0.0036 0.0018
0.03409 0.0036 0.0018
0.03419 0.0042 0.0024
0.03429 0.0036 0.0000
0.03439 0.0036 0.0018
0.03449 0.0036 0.0024
0.03459 0.0036 0.0018
0.03469 0.0036 0.0018
0.03479 0.0036 0.0000
0.03489 0.0042 0.0024
0.03499 0.0036 0.0018
0.03509 0.0036 0.0018
0.03519 0.0036 0.0024
0.03529 0.0048 0.0000
0.03539 0.0036 0.0018
0.03549 0.0036 0.0024
0.03558 0.0036 0.0018
0.03568 0.0036 0.0018
0.03578 0.0036 0.0012
0.03588 0.0036 0.0012
0.03598 0.0036 0.0018
0.03608 0.0042 0.0018
0.03618 0.0036 0.0024
0.03628 0.0036 0.0012
0.03638 0.0036 0.0006
0.03648 0.0036 0.0024
0.03658 0.0036 0.0018
0.03668 0.0036 0.0018
0.03678 0.0042 0.0024
0.03688 0.0036 0.0000
0.03698 0.0036 0.0018
0.03708 0.0036 0.0024
0.03718 0.0048 0.0018
0.03728 0.0036 0.0018
0.03738 0.0036 0.0000
0.03748 0.0036 0.0024
0.03758 0.0036 0.0018
0.03768 0.0036 0.0018
0.03778 0.0036 0.0024
0.03788 0.0042 0.0000
0.03798 0.0036 0.0018
0.03808 0.0036 0.0024
0.03818 0.0036 0.0018
0.03828 0.0036 0.0018
0.03838 0.0036 0.0012
0.03848 0.0036 0.0012
0.03858 0.0036 0.0018
0.03867 0.0042 0.0018
0.03877 0.0036 0.0024
0.03887 0.0036 0.0012
0.03897 0.0036 0.0006
0.03907 0.0036 0.0024
0.03917 0.0036 0.0018
0.03927 0.0036 0.0018
0.03937 0.0036 0.0012
0.03947 0.0042 0.0012
0.03957 0.0036 0.0018
0.03967 0.0036 0.0024
0.03977 0.0036 0.0018
0.03987 0.0036 0.0018
0.03997 0.0036 0.0000
0.04007 0.0036 0.0024
0.04017 0.0042 0.0018
0.04027 0.0036 0.0018
0.04037 0.0036 0.0024
0.04047 0.0036 0.0000
0.04057 0.0036 0.0018
0.04067 0.0036 0.0024
0.04077 0.0036 0.0018
0.04087 0.0048 0.0018
0.04097 0.0036 0.0000
0.04107 0.0036 0.0024
0.04117 0.0036 0.0018
0.04127 0.0042 0.0024
0.04137 0.0036 0.0018
0.04147 0.0036 0.0012
0.04157 0.0036 0.0006
0.04167 0.0036 0.0024
0.04176 0.0036 0.0018
0.04186 0.0036 0.0018
0.04196 0.0036 0.0012
0.04206 0.0042 0.0012
0.04216 0.0036 0.0018
0.04226 0.0036 0.0024
0.04236 0.0036 0.0018
0.04246 0.0036 0.0018
0.04256 0.0036 0.0000
0.04266 0.0048 0.0024
0.04276 0.0036 0.0018
0.04286 0.0036 0.0018
0.04296 0.0036 0.0024
0.04306 0.0036 0.0000
0.04316 0.0042 0.0018
0.04326 0.0036 0.0024
0.04336 0.0036 0.0018
0.04346 0.0036 0.0018
0.04356 0.0036 0.0000
0.04366 0.0036 0.0024
0.04376 0.0036 0.0018
0.04386 0.0036 0.0024
0.04396 0.0042 0.0018
0.04406 0.0036 0.0012
0.04416 0.0036 0.0006
0.04426 0.0036 0.0024
0.04436 0.0036 0.0018
0.04446 0.0036 0.0018
0.04456 0.0036 0.0012
0.04466 0.0042 0.0012
0.04476 0.0036 0.0018
0.04485 0.0036 0.0024
0.04495 0.0066 0.0018
0.04505 0.0060 0.0030
0.04515 0.0054 0.0030
0.04525 0.0066 0.0018
0.04535 0.0066 0.0042
0.04545 0.0066 0.0024
0.04555 0.0060 0.0018
0.04565 0.0060 0.0042
0.04575 0.0060 0.0018
0.04585 0.0066 0.0024
0.04595 0.0066 0.0036
0.04605 0.0054 0.0024
0.04615 0.0066 0.0030
0.04625 0.0060 0.0030
0.04635 0.0066 0.0018
0.04645 0.0054 0.0030
0.04655 0.0066 0.0030
0.04665 0.0066 0.0024
0.04675 0.0066 0.0042
0.04685 0.0060 0.0018
0.04695 0.0054 0.0018
0.04705 0.0066 0.0042
0.04715 0.0066 0.0018
0.04725 0.0066 0.0024
0.04735 0.0060 0.0042
0.04745 0.0060 0.0018
0.04755 0.0060 0.0030
0.04765 0.0066 0.0030
0.04775 0.0066 0.0018
0.04785 0.0054 0.0036
0.04794 0.0066 0.0030
0.04804 0.0060 0.0018
0.04814 0.0066 0.0042
0.04824 0.0054 0.0018
0.04834 0.0066 0.0024
0.04844 0.0066 0.0036
0.04854 0.0066 0.0024
0.04864 0.0060 0.0018
0.04874 0.0060 0.0042
0.04884 0.0060 0.0018
0.04894 0.0066 0.0030
0.04904 0.0066 0.0030
0.04914 0.0060 0.0024
0.04924 0.0060 0.0030
0.04934 0.0060 0.0030
0.04944 0.0066 0.0018
0.04954 0.0066 0.0030
0.04964 0.0066 0.0030
0.04974 0.0072 0.0030
0.04984 0.0066 0.0036
0.04994 0.0060 0.0030
0.05004 0.0078 0.0030
0.05014 0.0072 0.0030
0.05024 0.0066 0.0030
0.05034 0.0060 0.0030
0.05044 0.0078 0.0030
0.05054 0.0072 0.0030
0.05064 0.0066 0.0030
0.05074 0.0060 0.0030
0.05084 0.0078 0.0030
0.05094 0.0060 0.0030
0.05103 0.0078 0.0030
0.05113 0.0060 0.0030
0.05123 0.0072 0.0036
0.05133 0.0066 0.0030
0.05143 0.0072 0.0030
0.05153 0.0066 0.0030
0.05163 0.0072 0.0030
0.05173 0.0066 0.0030
0.05183 0.0066 0.0030
0.05193 0.0072 0.0030
0.05203 0.0072 0.0030
0.05213 0.0066 0.0030
0.05223 0.0066 0.0030
0.05233 0.0072 0.0030
0.05243 0.0072 0.0030
0.05253 0.0066 0.0036
0.05263 0.0066 0.0030
0.05273 0.0072 0.0030
0.05283 0.0072 0.0030
0.05293 0.0066 0.0030
0.05303 0.0066 0.0030
0.05313 0.0072 0.0030
0.05323 0.0072 0.0030
0.05333 0.0066 0.0030
0.05343 0.0066 0.0030
0.05353 0.0072 0.0030
0.05363 0.0066 0.0030
0.05373 0.0072 0.0024
0.05383 0.0066 0.0036
0.05393 0.0072 0.0024
0.05403 0.0066 0.0042
0.05412 0.0072 0.0018
0.05422 0.0066 0.0042
0.05432 0.0072 0.0018
0.05442 0.0066 0.0042
0.05452 0.0066 0.0018
0.05462 0.0072 0.0042
0.05472 0.0072 0.0018
0.05482 0.0066 0.0042
0.05492 0.0066 0.0024
0.05502 0.0072 0.0036
0.05512 0.0072 0.0024
0.05522 0.0066 0.0036
0.05532 0.0066 0.0024
0.05542 0.0072 0.0042
0.05552 0.0072 0.0018
0.05562 0.0066 0.0042
0.05572 0.0066 0.0018
0.05582 0.0072 0.0042
0.05592 0.0072 0.0018
0.05602 0.0066 0.0042
0.05612 0.0066 0.0018
0.05622 0.0072 0.0042
0.05632 0.0066 0.0024
0.05642 0.0072 0.0036
0.05652 0.0066 0.0024
0.05662 0.0072 0.0036
0.05672 0.0066 0.0024
0.05682 0.0072 0.0042
0.05692 0.0066 0.0018
0.05702 0.0072 0.0042
0.05712 0.0066 0.0018
0.05721 0.0060 0.0042
0.05731 0.0078 0.0018
0.05741 0.0072 0.0042
0.05751 0.0066 0.0018
0.05761 0.0060 0.0042
0.05771 0.0078 0.0024
0.05781 0.0072 0.0036
0.05791 0.0060 0.0024
0.05801 0.0066 0.0042
0.05811 0.0072 0.0018
0.05821 0.0078 0.0042
0.05831 0.0060 0.0018
0.05841 0.0066 0.0042
0.05851 0.0072 0.0018
0.05861 0.0078 0.0042
0.05871 0.0060 0.0018
0.05881 0.0066 0.0042
0.05891 0.0072 0.0018
0.05901 0.0066 0.0042
0.05911 0.0072 0.0024
0.05921 0.0066 0.0036
0.05931 0.0072 0.0024
0.05941 0.0066 0.0042
0.05951 0.0072 0.0018
0.05961 0.0066 0.0042
0.05971 0.0072 0.0018
0.05981 0.0066 0.0042
0.05991 0.0066 0.0018
0.06001 0.0072 0.0042
0.06011 0.0072 0.0018
0.06021 0.0066 0.0042
0.06030 0.0066 0.0018
0.06040 0.0072 0.0042
0.06050 0.0072 0.0024
0.06060 0.0066 0.0036
0.06070 0.0066 0.0024
0.06080 0.0072 0.0042
0.06090 0.0072 0.0018
0.06100 0.0066 0.0042
0.06110 0.0066 0.0018
0.06120 0.0072 0.0042
0.06130 0.0066 0.0018
0.06140 0.0072 0.0042
0.06150 0.0066 0.0018
0.06160 0.0072 0.0042
0.06170 0.0066 0.0018
0.06180 0.0072 0.0042
0.06190 0.0066 0.0024
0.06200 0.0072 0.0036
0.06210 0.0066 0.0024
0.06220 0.0066 0.0042
0.06230 0.0072 0.0018
0.06240 0.0072 0.0042
0.06250 0.0066 0.0018
0.06260 0.0066 0.0030
0.06270 0.0072 0.0030
0.06280 0.0072 0.0030
0.06290 0.0066 0.0030
0.06300 0.0066 0.0030
0.06310 0.0072 0.0036
0.06320 0.0072 0.0030
0.06330 0.0066 0.0030
0.06339 0.0066 0.0030
0.06349 0.0072 0.0030
0.06359 0.0072 0.0030
0.06369 0.0066 0.0030
0.06379 0.0066 0.0030
0.06389 0.0072 0.0030
0.06399 0.0066 0.0030
0.06409 0.0072 0.0030
0.06419 0.0066 0.0030
0.06429 0.0072 0.0030
0.06439 0.0066 0.0042
0.06449 0.0096 0.0042
0.06459 0.0102 0.0042
0.06469 0.0102 0.0036
0.06479 0.0090 0.0042
0.06489 0.0102 0.0042
0.06499 0.0102 0.0060
0.06509 0.0090 0.0042
0.06519 0.0114 0.0042
0.06529 0.0090 0.0036
0.06539 0.0102 0.0042
0.06549 0.0102 0.0054
0.06559 0.0102 0.0036
0.06569 0.0102 0.0054
0.06579 0.0090 0.0042
0.06589 0.0108 0.0036
0.06599 0.0096 0.0042
0.06609 0.0102 0.0042
0.06619 0.0096 0.0060
0.06629 0.0096 0.0042
0.06639 0.0102 0.0042
0.06648 0.0096 0.0036
0.06658 0.0102 0.0042
0.06668 0.0102 0.0042
0.06678 0.0096 0.0048
0.06688 0.0096 0.0054
0.06698 0.0102 0.0042
0.06708 0.0102 0.0036
0.06718 0.0102 0.0042
0.06728 0.0102 0.0042
0.06738 0.0102 0.0048
0.06748 0.0090 0.0054
0.06758 0.0102 0.0036
0.06768 0.0102 0.0042
0.06778 0.0090 0.0042
0.06788 0.0108 0.0042
0.06798 0.0096 0.0042
0.06808 0.0102 0.0060
0.06818 0.0102 0.0036
0.06828 0.0096 0.0042
0.06838 0.0102 0.0054
0.06848 0.0114 0.0048
0.06858 0.0108 0.0042
0.06868 0.0108 0.0042
0.06878 0.0102 0.0048
0.06888 0.0102 0.0054
0.06898 0.0114 0.0036
0.06908 0.0108 0.0054
0.06918 0.0102 0.0048
0.06928 0.0102 0.0042
0.06938 0.0108 0.0048
0.06948 0.0108 0.0054
0.06957 0.0096 0.0042
0.06967 0.0120 0.0048
0.06977 0.0102 0.0054
0.06987 0.0108 0.0036
0.06997 0.0102 0.0042
0.07007 0.0108 0.0054
0.07017 0.0120 0.0060
0.07027 0.0132 0.0048
0.07037 0.0126 0.0060
0.07047 0.0132 0.0060
0.07057 0.0138 0.0066
0.07067 0.0138 0.0048
0.07077 0.0114 0.0060
0.07087 0.0138 0.0054
0.07097 0.0132 0.0060
0.07107 0.0126 0.0060
0.07117 0.0132 0.0060
0.07127 0.0126 0.0054
0.07137 0.0138 0.0048
0.07147 0.0138 0.0060
0.07157 0.0132 0.0060
0.07167 0.0126 0.0060
0.07177 0.0132 0.0066
0.07187 0.0126 0.0060
0.07197 0.0138 0.0048
0.07207 0.0132 0.0054
0.07217 0.0126 0.0060
0.07227 0.0132 0.0060
0.07237 0.0138 0.0060
0.07247 0.0126 0.0060
0.07257 0.0126 0.0060
0.07266 0.0132 0.0042
0.07276 0.0138 0.0060
0.07286 0.0126 0.0060
0.07296 0.0138 0.0066
0.07306 0.0120 0.0060
0.07316 0.0138 0.0060
0.07326 0.0132 0.0060
0.07336 0.0126 0.0042
0.07346 0.0132 0.0060
0.07356 0.0126 0.0060
0.07366 0.0138 0.0060
0.07376 0.0138 0.0060
0.07386 0.0132 0.0060
0.07396 0.0126 0.0066
0.07406 0.0126 0.0036
0.07416 0.0132 0.0066
0.07426 0.0126 0.0060
0.07436 0.0132 0.0060
0.07446 0.0138 0.0060
0.07456 0.0138 0.0060
0.07466 0.0126 0.0060
0.07476 0.0120 0.0042
0.07486 0.0138 0.0060
0.07496 0.0132 0.0060
0.07506 0.0138 0.0060
0.07516 0.0120 0.0054
0.07526 0.0138 0.0060
0.07536 0.0126 0.0054
0.07546 0.0138 0.0060
0.07556 0.0132 0.0060
0.07566 0.0126 0.0060
0.07575 0.0126 0.0060
0.07585 0.0132 0.0054
0.07595 0.0138 0.0060
0.07605 0.0126 0.0048
0.07615 0.0132 0.0060
0.07625 0.0138 0.0060
0.07635 0.0126 0.0066
0.07645 0.0132 0.0048
0.07655 0.0126 0.0060
0.07665 0.0132 0.0060
0.07675 0.0138 0.0054
0.07685 0.0138 0.0060
0.07695 0.0126 0.0060
0.07705 0.0132 0.0060
0.07715 0.0126 0.0054
0.07725 0.0132 0.0060
0.07735 0.0138 0.0060
0.07745 0.0114 0.0048
0.07755 0.0138 0.0066
0.07765 0.0132 0.0060
0.07775 0.0138 0.0060
0.07785 0.0126 0.0048
0.07795 0.0132 0.0060
0.07805 0.0126 0.0066
0.07815 0.0138 0.0048
0.07825 0.0132 0.0060
0.07835 0.0120 0.0060
0.07845 0.0138 0.0060
0.07855 0.0138 0.0054
0.07865 0.0126 0.0060
0.07875 0.0132 0.0060
0.07884 0.0126 0.0054
0.07894 0.0126 0.0060
0.07904 0.0138 0.0060
0.07914 0.0132 0.0060
0.07924 0.0126 0.0054
0.07934 0.0138 0.0060
0.07944 0.0132 0.0060
0.07954 0.0126 0.0048
0.07964 0.0132 0.0060
0.07974 0.0126 0.0066
0.07984 0.0138 0.0060
0.07994 0.0132 0.0048
0.08004 0.0138 0.0060
0.08014 0.0120 0.0066
0.08024 0.0138 0.0048
0.08034 0.0126 0.0060
0.08044 0.0138 0.0060
0.08054 0.0120 0.0060
0.08064 0.0138 0.0054
0.08074 0.0126 0.0060
0.08084 0.0138 0.0060
0.08094 0.0132 0.0054
0.08104 0.0126 0.0060
0.08114 0.0132 0.0060
0.08124 0.0126 0.0060
0.08134 0.0138 0.0048
0.08144 0.0132 0.0066
0.08154 0.0126 0.0060
0.08164 0.0138 0.0048
0.08174 0.0132 0.0060
0.08184 0.0126 0.0066
0.08193 0.0132 0.0060
0.08203 0.0126 0.0048
0.08213 0.0138 0.0060
0.08223 0.0138 0.0060
0.08233 0.0126 0.0054
0.08243 0.0132 0.0060
0.08253 0.0126 0.0060
0.08263 0.0132 0.0060
0.08273 0.0126 0.0054
0.08283 0.0132 0.0060
0.08293 0.0138 0.0048
0.08303 0.0126 0.0066
0.08313 0.0138 0.0060
0.08323 0.0120 0.0060
0.08333 0.0138 0.0060
0.08343 0.0132 0.0048
0.08353 0.0126 0.0066
0.08363 0.0132 0.0048
0.08373 0.0126 0.0060
0.08383 0.0138 0.0060
0.08393 0.0138 0.0060
0.08403 0.0126 0.0042
0.08413 0.0132 0.0060
0.08423 0.0126 0.0060
0.08433 0.0132 0.0066
0.08443 0.0138 0.0060
0.08453 0.0126 0.0060
0.08463 0.0132 0.0060
0.08473 0.0138 0.0042
0.08483 0.0126 0.0060
0.08493 0.0132 0.0060
0.08502 0.0126 0.0060
0.08512 0.0132 0.0060
0.08522 0.0138 0.0066
0.08532 0.0126 0.0060
0.08542 0.0138 0.0036
0.08552 0.0120 0.0066
0.08562 0.0155 0.0066
0.08572 0.0167 0.0072
0.08582 0.0161 0.0084
0.08592 0.0167 0.0060
0.08602 0.0173 0.0078
0.08612 0.0167 0.0084
0.08622 0.0161 0.0060
0.08632 0.0167 0.0084
0.08642 0.0173 0.0078
0.08652 0.0161 0.0072
0.08662 0.0167 0.0072
0.08672 0.0173 0.0078
0.08682 0.0167 0.0066
0.08692 0.0173 0.0078
0.08702 0.0161 0.0084
0.08712 0.0167 0.0060
0.08722 0.0167 0.0078
0.08732 0.0161 0.0084
0.08742 0.0167 0.0060
0.08752 0.0173 0.0078
0.08762 0.0173 0.0084
0.08772 0.0167 0.0060
0.08782 0.0161 0.0084
0.08792 0.0167 0.0072
0.08802 0.0161 0.0066
0.08811 0.0179 0.0084
0.08821 0.0161 0.0072
0.08831 0.0173 0.0072
0.08841 0.0167 0.0078
0.08851 0.0161 0.0072
0.08861 0.0167 0.0072
0.08871 0.0167 0.0078
0.08881 0.0161 0.0072
0.08891 0.0173 0.0072
0.08901 0.0167 0.0078
0.08911 0.0173 0.0072
0.08921 0.0167 0.0072
0.08931 0.0161 0.0072
0.08941 0.0167 0.0084
0.08951 0.0161 0.0066
0.08961 0.0185 0.0084
0.08971 0.0167 0.0060
0.08981 0.0161 0.0084
0.08991 0.0167 0.0066
0.09001 0.0167 0.0084
0.09011 0.0161 0.0072
0.09021 0.0173 0.0078
0.09031 0.0173 0.0072
0.09041 0.0167 0.0072
0.09051 0.0167 0.0072
0.09061 0.0161 0.0072
0.09071 0.0167 0.0078
0.09081 0.0173 0.0084
0.09091 0.0161 0.0072
0.09101 0.0179 0.0066
0.09111 0.0161 0.0072
0.09120 0.0167 0.0072
0.09130 0.0161 0.0084
0.09140 0.0167 0.0066
0.09150 0.0167 0.0084
0.09160 0.0173 0.0072
0.09170 0.0161 0.0078
0.09180 0.0173 0.0060
0.09190 0.0167 0.0084
0.09200 0.0167 0.0072
0.09210 0.0161 0.0078
0.09220 0.0167 0.0072
0.09230 0.0173 0.0072
0.09240 0.0173 0.0072
0.09250 0.0167 0.0078
